line,label
"37. © Firenze, Biblioteca Medicea Laurenziana, Ms. Laur. Med. Palat. 249 (mappa Salviati).",0
"Since there were no telephones, no radio or television, and no fast",1
Family and community seem to have more impact on our,1
to reach and settle Australia.,1
Even what people take to be their most personal desires are,1
and largest of Europe’s carmakers. Peugeot began as a small family,1
"Muslim faith, the Arabic language and a hybrid imperial culture.",1
unpredictable. A predictable revolution never erupts.,1
humans managed to cross the Caribbean Sea and settle these two,1
IS,1
to the top position in a chimpanzee group spend much time,1
"break the power of family and community, they needed the help of",1
mandates that rich people live in separate and more luxurious,1
Newton showed that the book of nature is written in the language of,1
"importance. If we are talking about theist religions, this is largely",1
invaders. The survivors found themselves under the thumb of a,1
classified as Homo sapiens first evolved from some earlier type of,1
The tourism industry does not sell flight tickets and hotel bedrooms.,1
role in our defences as well. Today many Americans believe that the,1
"to superior bows or swords, the Seljuks had no technological",1
"1969), 124–31; Wolfgang Schivelbusch, The Railway Journey: The Industrialization of Time",0
They just kept going at the same pace and in the same direction.,1
"diet, and the lives of countless sailors and passengers were saved.1",1
"of Homo sapiens like Jews, Roma, homosexuals and the mentally ill",1
walnuts in their diet.,1
"British-ruled India, an Untouchable, a Brahmin, a Catholic Irishman",1
beyond,1
"Egyptians speak Arabic, think of themselves as Arabs, and identify",1
‘why’? To describe ‘how’ means to reconstruct the series of specific,1
"People throughout history collected empirical observations, but",1
billions of dollars that could have been invested in education or,1
a. The willingness to admit ignorance. Modern science is based,1
every,1
what makes us spoon down an entire tub of Ben & Jerry’s when we,1
did not try to translate their findings into technological gadgets.,1
Just as geologists expect that tectonic movements will result in,1
will bring you happiness. Lasting happiness comes only from,1
"certainly had it rough. However, if they believed the promise of",1
bulging. It was not food shortages that caused most of history’s wars,1
"chimpanzees cooperate far more flexibly than ants, but they can do",1
enjoyed stable borders and have for the most part lived peacefully,1
3 A Day in the Life of Adam and Eve,0
money financed the conquest of Indonesia.,1
"people who don’t really know each other, but imagine that they do.",1
"interference of global companies and NGOs, and to the supervision",1
usage to whites’ only. People with lighter skin colour are typically more in danger of,1
"Any large-scale human cooperation – whether a modern state, a",1
The Tree of Knowledge,1
"worries, until sickness, old age and death put a bitter end to them.",1
building a new company are no less delusional than their medieval,1
statistics.,1
But today it is built on silicon and celluloid – Silicon Valley and the,1
"bankers in the markets of Istanbul, Isfahan, Delhi and Beijing may",1
"reproduction of their genes, even if it is bad for them as individuals.",1
"a wide array of religions and social structures, so, too, did they",1
developing countries. It’s a puzzle why we binge on the sweetest,1
Large animals – the primary victims of the Australian extinction –,1
entire forager band was massacred at Ofnet.,1
might be possible after all. As science began to solve one unsolvable,1
"nuclear physics would enable them to develop nuclear weapons,",1
cognitive abilities remain intact. Patients suffering from the,1
"can evolve or degenerate. Man can evolve into superman, or",1
"Where farmers depended on rains to water their fields, the onset of",1
"status and unique identity. To forestall this danger, they divided the",1
"to man, just as the fact that tigers hunted man did not make man",1
"no money to lend. He writes home to Dad, trying to persuade him",1
there was usually a single clock – a giant machine mounted on top,1
"development of larger social frameworks – cities, kingdoms and",1
firmly controlled the worlds economy and most of its territory. In,1
result of a set of accidental historical circumstances and was then,1
and His Virgin Mother.3,1
"and machines, the timetable became king. If the shift at the factory",1
and Mozart’s commissions. No Caledonian writer preserved,1
"loaves, rolls, cakes and cookies each day, at a handsome profit. Mrs",1
"(certainly not blacks or Indians or, God forbid, women) could gain",1
"is simply an electric current. Franklins empirical observations,",1
euphoric either. They will have much to be anxious about. Although,1
"Pan, International Journal of Primatology 11:1 (1990), 49; Colin A. Chapman and Lauren J.",0
"to exploit fire for any number of tasks. Most importantly, the power",1
"want to become?’, but ‘What do we want to want?’ Those who are",1
territories.,1
"fields are black, plantation owners will be black as well. Just as an",1
"carriages, so the quirky differences in local hours became a severe",1
often our view of the past is distorted by events of the last few,1
expedition numbered just 168 men! Yet Pizarro benefited from all,1
"that point Mr Stone decides to withdraw his savings, Greedy will be",1
"it, they claim, to open new factories and hire the unemployed.",1
How can we distinguish what is biologically determined from,1
runners compete only for the bronze medal.,1
"like kangaroos, they gave birth to tiny, helpless, fetus-like young",1
"cattle, pigs and sheep are the second, third and fourth most",1
"Were the Australian extinction an isolated event, we could grant",1
would face if he had to depict the social world of twenty-first-,1
forced to settle permanently next to their wheat fields. This,1
economic growth flies in the face of almost everything we know,1
neighbouring cultures. But cultures also undergo transitions due to,1
support it. Even today the vast majority of human communication –,1
"complete fabrication of priests and princes, however. It probably has",1
"disadvantage – they, too, were born to an uneducated, poor family.",1
doomed them to perish in the cataclysm of Ragnarök (the Twilight,1
"China Sea, engineers from Central Asia listened with dropping jaws",1
forces of supply and demand tend to equalise the prices of,1
"Similar arguments are common in the social sciences, under the",1
shaped in the wild continues to be felt subjectively even if it is no,1
"was also the king of the Jews, and thus responsible for their welfare.",1
"and there are long breaks between pregnancies. Consequently, if",1
"African mainland, offers a famous example. Through millions of",1
"by examples. Madonna fans, for example, constitute a consumer",1
"household chores. They had no dishes to wash, no carpets to",1
alienated and threatened by the power the impersonal state and,1
"The justification for all of this was that blacks were foul, slothful",1
"However, between 1500 and 1950 they did not produce anything",1
"Robin Moore, ‘Imperial India, 1858–1914’, in The Oxford History of the British Empire: The",0
"American industries, which pay taxes to the US government, which",1
in British Uganda in the early twentieth century.,1
pursue their self-interest unchecked.,1
million people in the same kingdom does not guarantee that they,1
"break the laws of natural selection, replacing them with the laws of",1
sea in ever-larger fleets. Mercenary armies and cannon-brandishing,1
noticeable change in physiology or even in the size and external,1
nationalist were to destroy all the buildings left by the British,1
"his career as the king of Kish, a small city state in Mesopotamia.",1
political dilemmas central to these plots are taken from our own,1
but it’ll soon all seem routine and unexceptional.,1
"August 1719, shares traded at 2,750 livres. By 30 August, they were",1
imagined reality is not a lie. I lie when I say that there is a lion near,1
1 An Animal of No Significance,0
"adapted to climbing apple trees and running after gazelles, not to",1
"children, born in the 1880S and 1890s, started life with the same",1
"About 3,500 years after Hammurabi’s death, the inhabitants of",1
"When they feel anger, they think, ‘I am angry. This is my anger.’",1
are universal and missionary. Consequently people tend to believe,1
technology of the first industrial wave was relatively simple. Was it,1
difficult to organise is violence. To say that a social order is,1
change into his best silks and go to a banquet in his lord’s castle.,1
would be something completely different. It would be so,1
"every man, woman and child produces, on the average, $8,800 a",1
"genocides in history. If this revelation is typical, the ancient Danube",1
The first human footprint on a sandy Australian beach was,1
"eight in the morning. They’d roam the nearby forests and meadows,",1
depend on self-delusion?,1
France. She had him murdered when he was forty-three.11,1
sites around the world – the best-known example is Stonehenge in,1
"in them, without really changing the military balance of power.",1
"They glued together families and communities to create tribes,",1
"counterparts who found meaning in reading scriptures, going on a",1
"remains of thirty-eight foragers, mainly women and children, who",1
"noticing that the battlefront has shifted, and that the place of racism",1
silver.,1
herself and others that she is feminine enough.,1
To summarise the relationship between biology and history after the,1
"Hammurabi’s Code was a myth, but we do not want to hear that",1
"19. A clay tablet with an administrative text from the city of Uruk, c.3400–3000 BC.",1
"business people, intellectuals and artists who genuinely see war as",1
companies were traded.,1
The most common theory points to the fact that men are stronger,1
That spectacular leap from the middle to the top had enormous,1
On 2 December the price of a Mississippi share crossed the threshold,1
humanism,1
between humans and any other animal.4 In some cases dead dogs,1
The Scent of Money,1
trust in the future and opened the way for even more credit. It,1
"private companies to hire not only soldiers, but also generals and",1
"society and politics, we need to learn something about the living",1
twenty shekels of silver.6,1
"impecunious El Dorado chef, thinks she sees a business opportunity",1
energy – that’s what E = mc2 means – and the moment atom bombs,1
"warriors, millions of hostile civilians, and an entire continent about",1
"army had a chaplain, called a commissar, who monitored the piety",1
"150,000 Zoroastrians and no Manichaeans? If we could go back in",1
"conquered peoples, but the hybrid result was still alien to the vast",1
be enough to cause diprotodon deaths to outnumber births. Within a,1
mental asylum. The presiding judge ruled that a black person must,1
http://siteresources.worldbank.org/DATASTATISTICS/Resources/GNIPC.pdf.,0
than pulling carts and ploughshares under the yoke of a whip-,1
that themselves eventually became national languages. But these,1
Indonesia is the world’s biggest archipelago. Its thousands upon,1
centuries of slavery meant that most black families were far poorer,1
else. So it is hardly coincidental that science and capitalism form the,1
gunpowder and the moment Turkish cannon pulverised the walls of,1
"peasants went without washing for months on end, and hardly ever",1
"frequent infidelities that characterise modern marriages, and the",1
Europe in the sixteenth and seventeenth centuries are particularly,1
The cultural ideas spread by empire were seldom the exclusive,1
"I immediately have to start all over again, without ever getting any",1
undergrowth for edible gourds and decided to cultivate pumpkins.,1
"Paperbacks, 2006), 7–13.",0
thousands of islands were ruled in the early seventeenth century by,1
Anglican pastor) built his theory of evolution. While there are no,1
"In order to function, the people who operate such a system of",1
"4 Christian, Maps of Time, 141.",0
"its creditors a single franc. The loan, after all, had been given to",1
toppled only by external invasion or by a split within the ruling,1
countries were the Peru-Ecuador War of 1941 and the Bolivia-,1
quarter and a half of their menfolk die sooner or later in violent,1
while securing the loyalty of their own followers by cash payments.,1
"family ruined, friends and relatives scarred for life. Yet from a",1
quickly heard that the Europeans had discovered something big. Yet,1
It turned out that 1–4 per cent of the unique human DNA of,1
"strikes or demonstrations, because all people are supremely content",1
"in summer and muddy in winter, plied by pedestrians, horses, goats,",1
might simply hit the brakes and stop the scientific projects that are,1
"anthropologists and curators. They were dissected, weighed and",1
the advent of the capitalist system and the Industrial Revolution.,1
the family dinner. You are no longer dependent on your family or,1
These principles have enabled millions of strangers to cooperate,1
countries were also likely to catch the virus. The nationalist virus,1
"does today. In 1776, it did not mean that the disempowered",1
"never materialise due to unforeseen barriers, and that other",1
they still don’t have any good explanation for how brains produce,1
"principles have a dark side. When everything is convertible, and",1
scientists would no doubt encounter. Equipped with the most,1
"system, based on bronze coins and unmarked silver and gold ingots.",1
"al., ‘Ecosystem Collapse in Pleistocene Australia and a Human Role in Megafaunal",0
even body odours. They would have had little sexual interest in one,1
companies based in the London stock exchange. The first English,1
enable us to make far-reaching alterations not only to our,1
"more than half of global production, whereas Chinas portion had",1
These categories have regulated relations between millions of,1
Independence asserts that:,1
orthodoxy changes with every financial crisis and stock-exchange,1
Afterword:,0
armadas from China to the far reaches of the Indian Ocean. The,1
"5 Robert J. Wall et al., ‘Genetically Enhanced Cows Resist Intramammary Staphylococcus",0
7 Memory Overload,0
It is important to remember that the Atlantic slave trade was not a,1
"The Akkadian Empire did not last long after its founder’s death,",1
"the orthodox scientific methods of the day, published studies that",1
"advantage over the Byzantines, and the Mongols did not conquer",1
5,1
on earth could have become part of the British Empire.,1
children laughed at it’.7,1
from sandals to sorcery. Different band members may have,1
"money to give lavish unemployment benefits, which are popular",1
security they so craved through their hard work in the present.,1
Library and Archives Canada Cataloguing in Publication,0
"benefit everybody, not just myself. Egoism is altruism.",1
"several distinct races, each with its own unique qualities. One of",1
"political freedom. Biologists use the same questionnaires, but",1
into the more spacious exercise yard of a bigger prison.,1
there were still fifty-three countries where a husband could not be,1
"discovered them, and they are dangerous even when people do not",1
Was Cook’s ship a scientific expedition protected by a military,1
"the Roman Empire, but they cannot explain why this particular",1
"describe the exact location, including the different paths leading to",1
"species into extinction. Yet to understand modern economic history,",1
At first they might have camped for four weeks during the,1
"transform it into electrical energy, which stimulates the intact nerve",1
agricultural society of their builders. The capabilities of ancient,1
unadulterated by other societies. But no culture since that dawn can,1
suffered terribly. Modern foragers occasionally abandon and even,1
The Agricultural Revolution. Domestication of plants,0
"insulin, thereby lowering the cost of diabetes treatment.3 A gene",1
One of the most interesting examples of this globalisation is,1
"as the property of family or community. Modern states, on the other",1
in tomato sauce; in Polish and Irish restaurants lots of potatoes; in,1
"one it was usually small, short-term, and subject to high interest rates.",1
monogamy and the forming of nuclear families are core human,1
history. No less important was the fact that science gave the empires,1
Madrid branch and relocates your brother to Rotterdam. Two,1
"independently of its creator. In this case, the programmer would be",1
"cooperate on a regular basis with complete strangers, whom they",1
the Egyptian goddess Isis to their pantheon.,1
evolutionary pressure brought about an increasing concentration of,1
"Mortality in the Past (Oxford: Clarendon Press, 1997); Edward Anthony Wrigley et al.,",0
47. © ImageBank/Getty Images Israel.,0
"ending and pointless pursuit of ephemeral feelings, which causes us",1
The typical person consults these clocks several dozen times a,1
plants. Homo sapiens was about to put an end to this biological,1
More than 90 per cent of all money – more than $50 trillion,1
"They were extremely generous with their few possessions, and were",1
Madam’.,1
"towards the horizon, sniffing the wind and straining their eyes. Is",1
"The Royal Society resolved to send an eminent astronomer,",1
Spanish obsession with gold thus seemed inexplicable. What was so,1
"War One to World War Two to the Cold War, from the Armenian",1
with an average of level five happiness would never dance wildly in,1
But saying that a global society is inevitable is not the same as,1
for understanding the ancient Mesopotamians’ ideal of social order.3,1
Yet all of these upheavals are dwarfed by the most momentous,1
significantly and enjoyed unprecedented demographic and economic,1
what people merely try to justify through biological myths? A good,1
"the good god created the spirit and the soul, whereas matter and",1
"seven happiness. Her brain is simply not built for exhilaration, come",1
million years ago.,1
a mark of divine honour. We know from native sources that they,1
of a ‘merger’ between Sapiens and other human species. Although,1
"needs of animals, while neglecting their subjective needs.",1
"a quality of individual humans, and that the liberty of individuals is",1
In China there was a long tradition of subjugating the army to the,1
"Spain. He took on some experienced lobbyists, and with their help",1
providing. Yet even here the family is subject to increasing,1
"40,000 kilometres of railroads – but in the whole of Asia, Africa and",1
the mysterious spice islands further east.,1
ideologies are at best naïve; at worst they serve as disingenuous,1
70–5.,0
"growth, investments have flowed into scientific and technological",1
Yet they do not equally reward those who conform. Qualities,1
subatomic particles.,1
Puritans,1
Christianity and various ‘productive skills’ such as sewing clothes,1
"were time signals, beeps that enabled far-flung settlements and ships",1
than centuries. From such a vantage point it becomes crystal clear,1
available,0
"and welfare. In the last two centuries, the intimate communities",1
virility.,1
"problems and expenses, the bill for constructing the bakery will",1
feat to his virtue of clementia – mildness and clemency.,1
discipline to adopt this supposedly attractive custom. It is all a,1
"it led to perdition. This was the turning point, they say, where",1
letters when they had something important to relate. Rather thanfi,1
"them ranks higher. Under natural conditions, a typical chimpanzee",1
issued the coin and that guaranteed its contents. Almost all coins in,1
"Central Asia more than 3,000 years ago, had called themselves Arya.",1
"Portugal, a survey was made of 400 skeletons from the period",1
relationships.),1
yet its unique character began to take shape only in the early,1
"In the late nineteenth century, many educated Indians were",1
shoes. Animal-rights activists decry the suffering caused to lab,1
"realised that Communism was bankrupt, they renounced force,",1
"social, ethical and spiritual factors have as great an impact on our",1
"not determined by external parameters such as salary, social",1
addressed as ‘Sir’ or ‘Madam’ was a rare privilege reserved for the,1
the knowledge necessary to harness and convert it to our needs. The,1
history. These long millennia may well have witnessed wars and,1
"Disorders,",0
b. Rapid innovation of,1
THE LAST 500 YEARS HAVE WITNESSED A breathtaking series of,1
"supernatural entities. This seems obvious to Westerners, who are",1
need to redefine fair play and achievement; pension funds and,1
"Han Empire. No matter what their origins, nearly all the inhabitants",1
"However, starting from the same insight, Buddhism reaches very",1
kilometres long and built by Europeans – the Chinese government,1
weighing the ingot is not enough. How does the shoemaker know,1
doing little good to their bodies? Today’s affluent societies are in the,1
conquer and rule up to 300 million Indians.9,1
nevertheless combine efforts to defend a complete stranger because,1
"potential to turn man into superman. Other races, such as Jews and",1
start new businesses and take economic risks. It hardly seemed,1
"Houthoofd et al., ‘Life Extension via Dietary Restriction is Independent of the Ins/IGF-1",0
and convincing people to believe them. In the case of the French,1
Celtic taste – he’d rather have her adopt the clean simplicity of the,1
"ministers would die each year, eighteen of whom would be survived",1
aggressive and competitive men.,1
"died, but also of their families and friends?",1
"on various new forms and novel tasks. People began to write poetry,",1
gold.’1,1
This new imperial vision passed from Cyrus and the Persians to,1
and,1
"of what you want. Still, it’s nice when modern research – bolstered",1
mouthpiece for what he and other upper-class Romans thought,1
mandarins men?,1
"bad years. And bad years were bound to come, sooner or later. A",1
and should therefore be abhorred. Such ideas are hardly unique to,1
"Empire, yet when Cortés landed on the empire’s eastern coast, the",1
"Asia, East Asia and Oceania. Taxes could still be paid in cowry shells",1
the Inca Empire.,1
"time, the local potentate might have drafted all of us villagers to",1
"can live up to. Most Christians did not imitate Christ, most",1
"and are thus more likely to be taken, but sometimes history – or the",1
"broken, their aggression and sexuality contained, and their freedom",1
in their bodies. A person who just won the lottery or found new love,1
"gathered, only a few were suitable candidates for farming and",1
"from our own children. If we have the means, we can spend our",1
"tool-making capacity over the last 30,000 years. Albert Einstein was",1
"million. In fact, the same $1 million that’s been in the bank all",1
"pain. As long as the pain continues, we are dissatisfied and do all we",1
more money means greater happiness. If you are an American single,1
"unfortunately, the art of reading quipus has been lost.",1
"imagine how difficult it would have been to create states, or",1
fifty-year-old person has a 1:39 chance.,1
"equality. Every person carries a somewhat different genetic code,",1
"heir to a small Himalayan kingdom, sometime around 500 BC. The",1
"smaller mammals, reptiles, birds, and even insects and parasites also",1
25. © Universal History Archive/UIG/The Bridgeman Art Library.,0
Robespierre to Lenin to Hitler.,1
THE MODERN ECONOMY GROWS THANKS to our trust in the,1
"arising and passing – joy, anger, boredom, lust – but once you stop",1
man was always better. Patriarchal societies educate men to think,1
"threaten it. Not only the rock, but also the oak tree at the bottom of",1
"If, say, a Christian really wants to understand the Muslims who",1
to receive a legitimate place within Hindu society. Groups that,1
community members. Within a mere two centuries we have become,1
apartment building cannot even agree on how much to pay their,1
"there, the wave of extinction moved gradually to the east, the south",1
and rebuild their temple. He even offered them financial assistance.,1
same time they continued to view Him as possessing interests and,1
"drink there. In the animist world, objects and living things are not",1
the vast majority of people are in more or less the same situation as,1
"Yet in order to take advantage of these new opportunities, food",1
"theologians adept at Marxist dialectics, and every unit in the Soviet",1
top of the social pyramid. Why should they wish to enforce an,1
empires. Financing wars through taxes and plunder (without making,1
Amsterdam on an island at the river’s mouth. The colony was,1
findings often contradict common sense. Out of the 7 billion people,1
manned by 120 sailors – was like a trio of mosquitoes compared to,1
"10 December 2010, http://www.eia.doe.gov/oiaf/ieo/pdf/0484(2010).pdf.",0
the crisis. Thus began the French Revolution.,1
"cooperative (women)? At present, we have no good answer. Maybe",1
"nations and corporations. As time went by, the imagined reality",1
"2010,",0
and finally New Zealand (AD 1200).,1
"or insured by the state. If violence flares up, the police protect us. If",1
copies of DNA helixes. Just as the economic success of a company is,1
"cataloguing,",1
"translated into mathematical script is stored, spread and processed",1
"When the Europeans conquered America, they opened gold and",1
"(Budapest: Eötvös Loránd Tudományegyetem, 1978), 211–43; Marvin A. Powell, ‘Money in",0
"European empires did so many different things on such a large scale,",1
Western values claimed equality with their European conquerors in,1
"into the job Stone informs McDoughnut that, due to unforeseen",1
"The silver shekel was not a coin, but rather 8.33 grams of silver.",1
Hollywood films have perpetuated an image of the Plains Indians,1
"Species Research 14 (2011), 227–33; Leon Huynen, Craig D. Millar and David M. Lambert,",0
"brokers on the stock exchange, and car dealers from France to",1
with so-called miracle weapons such as the V-2 rocket and jet-,1
arrangements that ran as smoothly as the planets going around the,1
Pax Atomica,1
"grapevines in 3500 BC. Some animals and plants, such as camels and",1
surviving human species.,0
feeling that perhaps something important awaited beyond the,1
and ideologies seek to answer such questions.,1
"capitalism and empire. On the contrary, the connection only grew",1
"shame. If someone questions your honour, only blood can wipe out",1
"Praeger, 2006), 144.",0
lands simply because their neighbourhood kept expanding. Thus the,1
"amounts of barley. Salaries, too, were set and paid in silas of barley.",1
people conduct their romantic and sexual lives. Whereas,1
"None of us was alive a thousand years ago, so we easily forget how",1
in the food market. Traditional agricultural societies lived in the,1
there was no going back. Farming enabled populations to increase,1
"mechanised assembly line, and about 50 billion of them are",1
have tended to move out of the way and dedicate their lives to,1
"trivial, it is harder for historians and anthropologists to disavow",1
Antoninius Pius and Marcus Aurelius are generally thought to,1
invaded,1
affluence that the Roman political order collapsed into a series of,1
"Alaska. Not that it was easy – the journey was an arduous one,",1
child was buried alive because ‘it was funny-looking and the other,1
hunt only adult rams and old or sick sheep. They spared fertile,1
"power or law governing the entire universe. In fact, most polytheist",1
"and either consume these riches in a giant potlatch, or dry, smoke or",1
"the 1960s and 1970s, very few countries have invaded one another",1
"6 Liangxue Lai et al., ‘Generation of Cloned Transgenic Pigs Rich in Omega-3 Fatty Acids’,",0
"were used as money for about 4,000 years all over Africa, South",1
"Arab people, who continued to uphold it, develop it and spread it –",1
"their view of the world. The Arabs, to name one example, did not",1
and industry came along people could increasingly rely on the skills,1
or vegetables.,1
But the evidence provided by the past is that they are finite only,1
"Peugeot, who had inherited from his parents a metalworking shop",1
difficult to feed themselves. Their population dwindled and they,1
"that if humans act according to its sacred principles, millions of",1
utm_source=feedburner&utm_medium=feed&utm_campaign=Feedpercent3A​,0
"mortality) and 815,000 people committed suicide (1.45 per cent).4",1
turn – whether authentic’ Arabs from Arabia or newly minted Arabs,1
"There’s an ethical reason, too – some have argued that if Homo",1
"changed their clothes. The very thought of living like that, filthy",1
in the Hohenzollern Empire of Wilhelm II; her adult years in the,1
The story of the luxury trap carries with it an important lesson.,1
"remain very limited in their size, complexity and dynamism.",1
"melancholic, stopped having children, lost all interest in life, and",1
"morass of mundane concerns, where Atman is not much help. For",1
"enriched the bankers and capital-owners, but condemned millions of",1
"evidence for tool production dates from about 2.5 million years ago,",1
was gradually outlawed throughout the American continent.,1
Modern culture has nevertheless been willing to embrace,1
"from coveted foraging grounds. In the decisive battle, ten members",1
Matter and energy appear. Beginning of physics. Atoms,0
"groups, numbering up to",1
engage strangers in ritualised aggression do so largely by instinct –,1
"9. A son, Alphonso, died at age ten.",1
"thereby exalted not only the status of the gods, but also that of",1
expeditions were published in Europe. They were attributed to,1
"nuisance. In 1847, British train companies put their heads together",1
"Revolution, their collective power to shape their environment",1
parents go hand in hand with responsibility for the welfare of the,1
everyone could be freed from suffering. He encapsulated his,1
"Most Hindus, however, are not Sadhus. They are sunk deep in the",1
"population. The invaders established a stratified society, in which",1
capacity is strictly proportional to their wingspan.,1
"chimpanzees in a troop increases, the social order destabilises,",1
"frantic pace, but the volcanoes are mostly silent. The new elastic",1
myths and twentieth-century consumerist myths. The Coca-Cola,1
cakes and croissants without causing bakeries specialising in bread,1
been excluded mainly from jobs that require little physical effort,1
day’s work with less food than did their ancestors 500 years ago.,1
chief source of happiness. Does it mean that people don’t really,1
line into a template for almost all human activities. Shortly after,1
invaluable help in understanding the structure and grammar of local,1
comprehend how humankind has reached Alamogordo and the,1
"Chinese woke up and began paying attention, it was too late.",1
bewildered by the question as by the strangers ridiculous clothing.,1
separated from its mother and locked inside a tiny cage not much bigger than the,1
shopping in Babylon or taking a skiing holiday in Phoenicia. People,1
testosterone levels prevented women from being successful,1
China lagged behind? When the gap between industrial and non-,1
"grooming will not know whether they can trust one another,",1
While the king in his capital city sacrificed dozens of fat rams to the,1
"the USA. In October 1913, the Bolsheviks were a small radical",1
"or does it have some overall pattern? In other words, does history",1
"to outline universal and eternal principles of justice, but according",1
to carry it off or incorporate it into one’s territory.,1
Then what will happen tomorrow? Nobody knows.,1
"Population’, Genome Research 11 (2001): 904–1,004; Susan Bayly, Caste, Society and Politics",0
Africans and Chinese have accepted much of the imperial culture of,1
"Neanderthals died out, or were killed off, their genes died with",1
"Maoris of New Zealand, the Cook expedition was the beginning of a",1
"enthusiastic ally. Consequently, evolutionary pressures have adapted",1
called Göbekli Tepe. In the oldest stratum they discovered no signs,1
Good Guys and Bad Guys in History,1
"and emotional needs. When an ox could no longer pull the plough, it was",1
"trade networks expanded, people needed to contact entities whose",1
"changing seasons, the annual migrations of animals and the growth",1
"the role of Don Quixote, courageously tilting at invincible",1
insignificant ape into the master of the world did not require any,1
"claimed for Britain many of the islands and lands he ‘discovered’,",1
"(Cambridge: Cambridge University Press, 2004), 222.",0
"love for humankind. In this attack, the St Bartholomew’s Day",1
dynamic – the British East India Company cared more about its,1
"2,000",0
gladiatorial,1
"sweetened beverages such as cocoa, coffee and tea. The annual",1
simultaneously destroying what remains of the natural habitat and,1
Another example is the modern political order. Ever since the,1
"behave, educate their children and even think. Its principal tenet is",1
influential variant of the capitalist creed. The most enthusiastic,1
"of sciences such as geography, archaeology and botany cannot avoid",1
