line,label
illusion that civilized ways of warfare--quarter for disarmed men or,1
432,1
high as he soars he'll never miss the racing hare,1
"APOLLO ia-pol'-oh): god, son of Zeus and Leto, twin brother of Artemis, a patron",0
nor Ajax drive him back-a god drove Hector on.,1
390,1
"Even the gods, I say, with incense, soothing vows.",1
"Now, in any event, swift Achilles makes it",1
BOOK 18:,0
"SCANDIA tskan-deye'<ai: city on Cythera, 10.315.",0
"of Agamemnon, husband of Helen. I.l9. See note 3.247.",0
80,0
"lying dead on the bier. mauled by tearing bronze,",1
So the Cretan yelled,1
triple the fury seized him-daw-mad as a lion,1
336,1
"not even he escape-all Ilium blotted out,",1
Diores' rugged son Automedon did his best.,1
and surrendered Death to pain. But Hades made his way,1
"it plunged deep in the ground, even after it tore up",1
Down you go to Troy's and Achaea's armies now- .,1
"who have most cause to blame, even to hate. Helen, the old men of",1
"a gift that far and away you prize most yourself,",1
"men of Omiae, lovely Araethyrea and Sicyon,",1
"It is one of Priarn's sons, Lycaon, who had been Achilles' prisoner once.",1
260,0
"how could he hold back with his massing, armored Trojans?",1
"and Helen, the third in turn, led their songs of sorrow:",1
"a dizzying swirl of anguish rushing down his eyes,",1
"lull the pain now, lend me power in battle-",1
"Mad for a fight, he challenged all our bravest.",1
"Atreus' royal son, and marching in his companies",1
"so the battle broke, storming chaos, troops inflamed,",1
1.,0
THE ILIAD,1
THREE,0
"burning for battle, closing, squaring off",1
"and standing beside him, pulled the tearing arrow",1
our Achaean comrades begging for their lives.,1
dear to Zeus cry out through the streets of Troy,1
"Offyou go to my shelter. Choose a sturdy spear.""",1
like flies in a sheepfold buzzing over the brimming pails,1
But soon as the Lady of Labor's binhing pangs,1
"behind his team. Idaeus leapt, abandoned the handsome car",1
"trusting his life to oaths taken, promises struck-",1
"as back through the trench they ran, formations wrecked.",1
this talk that slips through your clenched teeth?,1
"The minds of the younger men are always flighty,",1
"persuade him, somehow, to help the Trojan cause,",1
not even a twinge of pity deep inside your heart,1
"Or have you forgot the time I caught you all alone,",1
"battle, but it is a striking way of expressing one of the mysteries of",1
"battle on the plain, to adopt a defensive strategy and command from",1
"he'll quake before he penetrates our front.""",1
"by Odysseus, 5.777. (4) Trojan killed by Teucer, 8.315. (5) Trojan captain,",0
then heaped a grave-mound high above the ashes,1
"be king on a par with me, take half my honors!",1
and with good will toward all he swayed his people:,1
/7J-/03/,1
"through the raw, yawning wound, went pulsing fast",1
"so the heart in your chest was melted now, Menelaus,",1
and it's stored away in a vault and troops of riders,1
"working in common, or who in his self-sufficiency has no need of others,",1
and was killed in the unsuccessful assault on the city. Here we are given a story,0
-,1
when it hits its pitch of fury tearing branches down-,1
Oh would to god-Father Zeus. Athena and lord Apollo-,1
"after we've eased our hearts with tears and dirge,",1
"wards, p. 72), ""is unique, and often specifically adapted to its context.""",1
"to Troy's marauders, the ravening dogs of Troy-",1
HOMER',1
And when they'd frisk on the tilled fields ripe with grain,1
"but what orders for me? Do I stay with them,",1
The white-armed goddess Hera sped me down:,1
340,1
576,1
PRONOUNCING GLOSSARY,0
"he might have escaped his doom, the stark night of death.",1
"the crier roused him sharply: ""Son of Laomedon, rise up!",1
"Queen Hera brought the baby, two months shy,",1
thatman of doom. his daughter just as doomed-,1
as they struggled round the corpse. And there he lay,1
631,0
"your noble mother gave you, hold our bones-together!""",1
condemned as a mortal always is to death,1
"and cries broke from the Argives lost in sudden panic,",1
370,1
who bore me Pirithous. rival to all the gods in wisdom ...,1
"NEREUS (nee'-ryoos): sea-god. the Old Man of the Sea, father of Thetis and of",0
245,1
"They above all-we put those men in charge.""",1
"not smashing through, the brazen point bent back-",1
"stuck in the ground, still lusting to sink in flesh.",1
would give me power and drive the weapons offme!,1
Ascanius strong as a god and Phorcys led the Phrygians,1
Until they're battling round your well-built gates?,1
and swathed him round in a swirling dark mist,1
10,0
"And you, you make for the Xanthus banks and bum the trees,",1
"stop pressing me now to glut myself with food and drink,",1
"robes drenched with tears, and the old man amidst them,",1
bring his fighting spirit round at last.,1
"flies, which will breed worms.",1
that weighs me down. not even of Hecuba herself,1
But Menelaus,1
"You'll meet your doom at once, beaten down by Achilles,",1
"hitting the heavens, fighters racing for home,",1
"the greathearted PatrocIus trying to stagger free,",1
So Ajax stood his ground over brave Patrodus now-,1
PVRIES: avenging spirits whose task it is to exact blood for blood when no,0
8.349,0
"""Zeus. Father Zeus! If I ever served you well",1
with bulls and goats as the years wheel round in season.,1
there where they say the monstermakes his bed of pain-,1
"to visit Ocean, fountainhead of the gods, and Mother Tethys",1
those purebred horses still not used to corpses.,1
Then down they lay at last and took the gift of sleep.,1
down he went and round him his yokel drovers,1
PRONOUNCING (j lOSSARV,0
"They chafe, sitting in camp, so bent on battle now",1
90,0
But Ajax could hold his post on the decks no longer.,1
"Pelian ash it was, a gift to his father Peleus",1
"The spearman Diomedes served as the man's second,",1
back to the fleet. For still I will give the Trojans glory-,1
of a previous visit to rhebes. in which he came off victorious. The story is,0
"whirled three times around the city of Priam,",1
940,1
"And now some greater disaster might have come from Zeus,",1
"caught the grief in their hearts and keened and wailed,",1
{727-57],0
"Just then Aeneas hurled his brazen spear at Meriones,",1
"Look how you cringe in the face of Menelaus,",1
just as you raised your hands and prayed that day.,1
"Turning back to his team, calling, shouting them on:",1
"""Achilles, son of Peleus. greatest of the Achaeans,",1
"Bakker, Egbert, and Ahuvia Kahane, eds. Written Voices, Spoken Signs: Tradi-",0
!74-102j,0
700,0
"THEMIS (the'-mis): goddess whose province is established law and custom,",0
"""Trust me, Atrides-eount on me. your comrade,",1
"he spoke out winging words, flying straight to the heart:",1
350,1
650,1
"CASTOR (kas'-tor): brother of Helen and Polydeuces, 3.283.",0
"the long-hatred Achaeans, while the gods aloft,",1
"Zeus who rules the world has shown us an awesome sign,",1
500,0
110,0
"thundering in his pride-his head flung back, his mane",1
if Paris the lord of lovely fair-haired Helen,1
"Now be fast to attack! I'll take him on myself,",1
452,1
"These two poles of the human condition, war and peace, with their",1
leaving the ships behind and lifting under their chests,1
for Hector's life would be cut short so soon ...,1
"spoken language. Unfortunately, in many cases the relative dates as-",1
and hideous groans broke from the dying Thracians,1
HOMER;,1
"line (or rather the first half-line) of the Iliad: ""Menin aeide thea , .. You",1
"of judging among them. Zeus finally appointed Paris, then minding his flocks",0
"and wheel the corpses back with mules and oxen. Then,",1
could smash Achilles' shield:,1
"The first by far, Eumelus lord of men sprang up,",1
our son's life line drawn with his first breath-,1
"to Troy and the home of Pandarus, 5.115.",0
the Boeotians. 2.584.,0
his brute force and wild pride. . . ..,1
"Let Idaeus add this too, a good sound proposal:",1
as a brace of comrades shouldered up the fighter:,1
done the same in rendering the Phaeacian princes' names (8.111-16 in the,0
more hopeful terms as he prays that his son will grow up to be a greater,1
390,1
while the whole shoreline filled and the bay's gaping mouth,1
an offering out to the overwhelming son of Cronus.,1
"Nestor grasped the glistening reins in both fists,",1
So the Trojans held their watch that night but not the Achaeans-,1
"~ad rubbed him raw, he was chafed and his arm ached",1
"But come, tell me, Eurypylus, royal fighter,",1
"But there was a crowd of kin and cousins round me,",1
THE ILIA D,1
"or keep them back, it's up to you. But now-",1
high hopes aroused by archaeology soon faded too. There are not many,1
"household, do have some effect: Achilles withdraws his threat to leave",1
"moored mid-line so a shout could reach both wings,",1
420,1
"did he forget the gods who hold Olympus, never,",1
"deep in a mountain valley thrashing stands of timber,",1
ANDRAEMON (an·dree'-mon): father of the Achaean Thoas. 2.732.,0
670,1
Mt,0
"and on he drove at the fast trim ships, chariot and all,",1
weighs out her wool (12.502-5); the combatants fighting for possession,0
"to feast with the Aethiopians, loyal, lordly men,",1
~ll,1
But Pirous-«,1
but the heavy bronze weapon failed to slash the windpipe-,1
THE ILIAD,1
"Hera queen of the gods, daughter of giant Cronus",1
in the short time left to her to live. This classic (and prophetic) state-,1
"Starting with Dardanus, Storm-king Zeus's son",1
Achilles' mighty heart was erupting now with slaughter-,1
than shepherds out in the field can scare a tawny lion,1
you tell us to haul our oar-swept vesselsout to sea?,1
"replaced papyrus, and the codex form, our book form-folded quires of",0
the young men brimmed the mixing bowls with wine,1
"burst out in grief with a flight of winging words,",1
"let us halt the war and the heat of combat now,",1
"scribing their journey and Achilles' greeting when they reach his tent,",1
60,0
But soon as a spear or bowshot wounds the king,1
"I claim I am far greater than he in striking force,",1
"Welcome words,",1
"River Axius, 21.163.",0
"private ideal of conduct, of honor. In the last analysis, the bloodstained",1
"""Hear me, daughter of Zeus whose shield is thunder,",1
"""Why, Roan Beauty-why prophesy my doom?",1
"As a pair of crook-clawed, hook-beaked vultures",1
"he's down, he's dead by the ships that crowd the beach!""",1
297,1
no coward the man Achilles killed-my son stood,1
"southern Asia Minor, 2.980.",0
"Bandy-legged he was, with one foot clubbed,",1
HOMER.,1
520,1
INTRODUCTION,1
"Her shield of lightning dazzling, swirling around her,",1
"Time and again I've gone to battle, fought with men",1
setting you out alone . . .,1
and the fighter loosed a rousing shout at Hector:,1
xv,0
"a captain heading the Paphlagonian shieldsmen,",1
"Bremer, J. M., 1. J. E de Jong, and J. Kalff, eds. Homer: Beyond Oral Poetry:",0
Down the Trojans came like a squall of brawling gale-winds,1
see if he'll challenge one of the Argives man-to-man,1
555,1
THE ILIAD,1
yes. defying even the great decree of Zeus-,1
"""I will go. My mind's made up. Don't hold me back.",1
to bed down for yourself apart from all the troops?,1
ACHILLES AND PRIAM,1
at the first assault with a fast spear driven home.,1
"how do we pull the body clear and save ourselves,",1
"Her eyes bright, Athena soared away and Tydeus' son",1
HOMER:,1
"""Apollo-why hold back from each other? It's not fair",1
but the hound comes racing fast. nosing him out,1
"there-horse and infantry hurling into the slaughter,",1
"These, these were the captains of Achaea and the kings.",1
"Before Patroc1us met his day of destiny, true,",1
"STRATIA (stra'-ti·a): city in Arcadia, 2.699.",0
"and the destiny that weighs me down, your widow . . .",1
130,0
after himself of course: he outshone the rest.,1
"they never give up their hollow house, they hold on,",1
(pa-fla-goh'-ni-a). a region on the southern shore of the Black Sea.,0
alternative.,1
his pair swerving over the course-he can't control them.,1
"Two bars of solid gold shone on the ground before them,",1
"No, deadly fate in league with Apollo killed me.",1
350,1
1137-711,1
and round you the Trojan women and deep-breasted Dardans,1
"And moved at the sight, the good soldier Patroclus",1
but Hector charged head-on at Ajax braced for battle,1
"those young Achaean warriors singing out his power,",1
"Menelaus and so settle the war, he moves ahead of the Trojan ranks",1
EURY5THEV5 (yoo-ris'-thycos): king of Mycenae. son of Sthenelus (2). grandson,0
260,0
opponents. In Book 3 Priam comes to the battlefield to seal the oaths,1
"disguised as Phaenops, Asius' son Abydos-born..",1
"True, lord Apollo killed the sons with his silver bow",1
"and soon as they strapped the bronze around their bodies,",1
"SIPYLUS (sip'-i-Ius): mountain in Lydia, in Asia Minor, 24.724.",0
Cut this shaft from my thigh. And the dark blood-,1
but Zeus brushed from his son the deadly spirits:,1
{545-72{,0
430,1
"pierced the pit of his throat-leaning into it hard,",1
Atrides. lead the way-you are the greatest king-,1
"the blood washed away, and no sign of corruption.",1
"till I drive the Trojans to their bloody fill of war!""",1
greater in outrage too-,1
"Shay, Jonathan. Achilles in Vietnam: Combat Trauma and the Undoing ofCharac-",0
"and Patroclus charged the enemy, fired for the kill.",1
"So come, follow my orders. Obey me, all you Argives.",1
"""Father-where do you drive these mules and team",1
"'Zeus. Father, lord of the lightning bolt-",1
stock-still in a windless calm when the raging North Wind,1
my Father sent me here to be your escort.,1
how long will you let Achaeans massacre your army?,1
"""My friends, isn't there one man among us here,",1
N S,0
"No, at his royal ease, and powerful as he is,",1
"bearing'down on me now and filled with power,",1
But Sarpedon the Lycian captain faced him down:,1
"Achilles, 4.529.",0
"Down the front he charged, crested in flashing bronze,",1
and the other deathless gods would like to bring it onl,1
But never would he repay his loving parents now,1
"he lorded the Myrmidons, and mortal that he was,",1
"it lifted their bodies off the hard, packed ground . . .",1
and gripping the beam mid-haft the Father raised it high,1
and laid him on a litter ...,1
"We swept down from Olympus, all to join this fight",1
whole battalions of Trojans left behind and killed-,1
"Hard, ruthless man ...",0
friend of Asclepius. gave his father long ago.,1
"mechanically, no mere servant of the tradition. We are suddenly re-",1
some master craftsman trained in Athena's school-,1
"they're all wrinkled, drawn, they squint to the side,",1
who bore him to King Anchises tending cattle once.,1
and begged a safe return and you promised with a nod-,1
"the poem as a figure more stable, more majestic, than the other gods.",1
"to rein their teams back hard and never panic,",1
"Now Hera poised on her golden throne looked down,",1
First.,1
"hurling blows nonstop-a terrific din at his temples,",1
to Achaea's waiting ranks.,1
the new minuscule handwriting had been adopted; since it separated,1
Welcome Home and Bather of Meadows and Master's Lovely,1
(l4.10~7),0
"something right for the moment. And then, later,",1
mphalusr;?,1
means in this context).,0
"And fate? No one alive has ever escaped it,",1
"""Here is the man who's raked my heart the most,",1
"in the face of that unbending, ruthless king-",1
HOMER:,1
"all duty wiped from their minds, the watch dissolved.",1
"in the right shoulder, under the breastplate's hollow",1
110,0
back to their own walls (as the Achaeans did the Trojans before AchillesWith-,0
{29O-322{,1
"the herdsman shudders to see it, drives his flocks to a cave-",1
but when she saw Patroclus lying tom by the bronze,1
"with running-room around it, all sides clear.",1
"commander of armies, your plan will kill us all!""",1
"""Asius dies. but not without revenge!",1
and command the rest of your men to stand fast too-,1
and Hector obeyed his brother start to finish.,1
"I lose hope that we alone, on our own power,",1
"thrusting his balanced round buckler before him,",1
530,1
nor do his legs give out till all break offfrom battle.,1
"like the Dog Star through the clouds, all withering fire,",1
and piled the endless beaches deep in sand again,1
"Even Niobe with her lustrous hair remembered food,",1
"And more, what tragedy-in this, the first tragedy-really means. In",0
460,1
605,1
"the other, brave Menelaus' trusty comrade.",1
"the Trojans, 1.285.",0
"son of Peleus, you a mortal and I a deathless god.",1
So by the ships the other lords of Achaea's armies,1
521,1
{714-4J],1
"He's not inviting them to a dance, believe me-",1
the boys swung golden daggers hung on silver belts.,1
the fast trim ships of the Argives armed in bronze,1
"the Trojan resurgence, which will send so many valiant souls of heroes",1
He flung his shaft. missing the man on purpose-,1
HOMER:,1
609,1
"so it's called, and made to protect the heads",1
"King, Katherine Callen. Achilles: Paradigms of the War Hero from Homer to the",0
250,0
"when those terrible, monstrous omens burst in",1
"that entire realm, they say, you lorded over once,",1
"with all their sons and all their honored wives!""",1
[J8J-415[,1
340,1
"But the rest will part in peace, and soon, soon.",1
fOO,1
"He thought he would take the city of Priam then,",1
"all the while I raged, and I was the one you blamed,",1
leaving the center free for the big eat's pounce,1
And Achilles begins to break out at last from the prison of self-,0
the full of the dark is gone-two watches down,1
The staff and the wreaths of god will never save you then.,1
ABAS (a' -bass: son of the Trojan prophet Eurydamas. brother of Polvidus. killed,0
"No, Odysseus,",1
Ares has cut him down with Patroclus' brazen spear.,1
"our ranking Argives killed in a Trojan charge?""",1
"You and your bluster-you are talking nonsense!""",1
not without an attack. All or nothing-he charges flocks,1
bringing his parents cursed tears and grief.,1
"PELOPS tpel'-ops): king of Argas. father of Atreus, grandfather of Agamemnon",0
BOOK 13:,0
Zeus never dreamed in his heart a single deathless god,1
"And Iris riding the wind obeyed his orders,",1
"nounced po-seye'<don (not po-see'si-donv, and the same applies to the",1
"cloak, tunic and rags that wrap your private pans,",1
420,1
534,1
the fool. Vaunting along the hulls with team and car,1
and in rushed Glory and Healer of Men and the one who rescues,1
the man who fights the gods does not live long?,1
"Tense as a chalk-line marks the cut of a ship timber,",1
let the herald Idaeus go to the beaked ships,1
rose in their midst and said these winging words:,1
"pan of the Odyssey is a later addition), even those who believed that",1
"Not that they would hide him out of friendship,",1
the powers collided! A mammoth clash-the wide earth roared,1
"and charioteers were struck dumb when they saw that fire,",1
All the sons of Achaea are pinned against the ships,1
"stroked Achilles gently, whispering his name, ""My child-",1
"he lunges in and in but his charges gain him nothing,",1
THE ILIAD,1
"bore him far from the fighting, off and away,",1
"put before us. in something approaching abstract form, on the shield",1
513,1
Standing far from the war and all its heartbreak,1
or towering pine that shipwrights up on a mountain,1
see deep into their hearts and into his own. For the first time he shows,1
and filled his heart with the horsefly's raw daring-,1
"Welcome, rousing words,",1
"But there was a man among the troops, one Dolon,",1
TRANSLATED,0
but only to send him off in the beaked ships to Troy,1
and terrible fire broke from the gear that wrapped his body.,1
Look at this ugly wound-,1
"for chafing, bridling beside the beaked ships?",1
PATROCLUS FIGHTS AND DIES,1
in an are also found in the early seventh century-illustrations of scenes,1
490,1
Teuthras' son who had lived in rock-built Arisbe.,1
laid it aside and ripped the bloody armor off the back.,1
speared his shoulder-just grazing its ridge,1
"of Aeneas, 2.931. See note 24.35-36,",0
"Back they came, trailing along the shipways,",1
staunch as I swore at first. that day I bowed my head.,1
"But Maris charged Antilochus,",1
12.340,0
"jeyevzv, by analogy with the town of Argos. And the combination cae is",1
"SIMOIS (sim'-oh·is): river of Troy, brother and tributary of Scamander, 4.549.",0
HOMER:,1
"AMOPAON (a·mo·pay'·on): Trojan, son of Polvaemon. killed by reucer. 8.316.",0
"like a boy and a young girl, lovers' secrets",1
and battle-hard Idomeneus. Hector amidst them now,1
While Hector still lived and Achilles raged on,1
"like a pillar or tree crowned with leaves, rearing,",1
11.121.,0
"rings ... "" (3.450-51). Helen recognizes the goddess and resists her",0
"All in vain my father Peleus vowed to you that there,",1
He's all control. Tense but no great fear.,1
"shining among the champions, Paris' spirit shook.",1
"ground down now by the hateful siege of years,",1
without coming here to add to all my griefs?,1
60,0
"Bespaloff Rachel. OntheIliad. Trans. Mary McCarthy. New York, 1947.",0
"Asteropaeus, Disenor. Hippothous, Phorcys, Chromius,",1
But wait-what am I saying? Why this deep debate?,1
"So, it's not enough that you lure defenseless women",1
where was the man who marched their lines to war?,1
220,1
and Meriones drew the fourth starting-lane,1
"heroes of Charlemagne's army a place among the blessed, a promise",1
"Cisseus' daughter, the horseman Antenor's wife",1
Zeus's nonintervention order. This is not a modem way of looking at,1
43,0
THE TROJANS STORM THE RAMPART,1
rippled through their lines and whipped battalions On.,1
"ably ""significant names"": i.e., names invented or selected by the poet for their",0
450,1
"and Patroclus charged them. heart afire for the kill,",1
and Hephaestus launched his grim inhuman blaze.,1
here and now! Better for us that way. by far.,1
710,1
"she left her native France for wartime London, where she filled her",1
so both men pressed for a judge to cut the knot.,1
to banquet on the town or feast in your own halls.,1
THE GREAT GATHERING OF ARMIES,1
240,1
Axylus and Calesius who always drove his team-,1
(20.470-75),0
"Scuttling left and right when they saw him down,",1
Achaean volunteers to face him in single combat until they are tongue-,1
HOMER:,1
'Pylians-come collect your debts from wealthy Elis!',1
290,1
off his head and shoulders. So great power for the moment,1
450,1
with lxion's wife. 14.381.,0
"The Trojans streaked in flight past Ilus' barrow,",1
the great breakers of horses. We'll let Hector see,1
who hatch their plans apart from all the troops-,1
"and laughed deep in his own great heart, delighted",1
"rising up from the offshore swell, urged the Argives,",1
but he had no lust to destroy the whole Argive force,1
"ACHAEA (a-kec'-<I): general. collective name for mainland Greece, 1.191.",0
"a human passion, but the prologue speaks also of gods. ""What god",1
"No, no, here I sit by the ships ...",1
